t_sec,x,y,z
0.0000,-0.9276123046875,-0.0982666015625,-0.5424652099609375
0.0002,-0.1591949462890625,-0.0982666015625,-0.5424652099609375
2.0128,-0.1591949462890625,-0.10772705078125,-0.5424652099609375
3.0333,-0.1591949462890625,-0.10772705078125,-0.973419189453125
4.0378,-0.1196136474609375,-0.10772705078125,-0.973419189453125
6.0608,-0.1196136474609375,-0.207244873046875,-0.973419189453125
7.0711,-0.1196136474609375,-0.207244873046875,-0.989105224609375
7.0717,-0.098663330078125,-0.207244873046875,-0.989105224609375
9.0772,-0.098663330078125,-0.1663970947265625,-0.989105224609375
10.0783,-0.098663330078125,-0.1663970947265625,-0.9733123779296875
