t_sec,x,y,z
0.0000,-0.2737579345703125,-0.285491943359375,-0.9063720703125
0.0587,-0.2522430419921875,-0.285491943359375,-0.9063720703125
2.0148,-0.2522430419921875,-0.258880615234375,-0.9063720703125
3.0242,-0.2522430419921875,-0.258880615234375,-0.93389892578125
3.0869,-0.2547454833984375,-0.258880615234375,-0.93389892578125
5.0322,-0.2547454833984375,-0.2387847900390625,-0.93389892578125
6.0609,-0.2547454833984375,-0.2387847900390625,-0.9128875732421875
6.1280,-0.248291015625,-0.2387847900390625,-0.9128875732421875
8.0888,-0.248291015625,-0.2813568115234375,-0.9128875732421875
9.0957,-0.248291015625,-0.2813568115234375,-0.9436187744140625
9.1577,-0.2481689453125,-0.2813568115234375,-0.9436187744140625
11.1140,-0.2481689453125,-0.22100830078125,-0.9436187744140625
