t_sec,x,y,z
0.0000,0.2995758056640625,-0.0370941162109375,-1.0007476806640625
1.4734,0.2995758056640625,-0.15411376953125,-1.0007476806640625
2.5103,0.2995758056640625,-0.15411376953125,-0.9180450439453125
3.0194,0.06982421875,-0.15411376953125,-0.9180450439453125
4.4890,0.06982421875,-0.5645599365234375,-0.9180450439453125
5.5373,0.06982421875,-0.5645599365234375,-0.8457183837890625
6.0344,0.0461273193359375,-0.5645599365234375,-0.8457183837890625
7.5201,0.0461273193359375,-0.497100830078125,-0.8457183837890625
8.5567,0.0461273193359375,-0.497100830078125,-0.8727874755859375
9.0498,0.0593719482421875,-0.497100830078125,-0.8727874755859375
10.5443,0.0593719482421875,-0.4601287841796875,-0.8727874755859375
