t_sec,x,y,z
0.0000,-0.1017303466796875,-0.6092681884765625,-0.7888641357421875
0.1507,-0.1036224365234375,-0.6092681884765625,-0.7888641357421875
2.0003,-0.1036224365234375,-0.6113128662109375,-0.7888641357421875
3.0279,-0.1036224365234375,-0.6113128662109375,-0.78436279296875
4.1798,-0.0986175537109375,-0.6113128662109375,-0.78436279296875
6.0395,-0.0986175537109375,-0.6092071533203125,-0.78436279296875
7.0579,-0.0986175537109375,-0.6092071533203125,-0.7880401611328125
7.2215,-0.098236083984375,-0.6092071533203125,-0.7880401611328125
9.0690,-0.098236083984375,-0.6065216064453125,-0.7880401611328125
10.0909,-0.098236083984375,-0.6065216064453125,-0.792083740234375
