t_sec,x,y,z
0.0000,0.279937744140625,-0.0763092041015625,-1.000244140625
0.0465,-0.206634521484375,-0.0763092041015625,-1.000244140625
2.0261,-0.206634521484375,-0.2464447021484375,-1.000244140625
3.0366,-0.206634521484375,-0.2464447021484375,-0.9314422607421875
3.0837,-0.2481231689453125,-0.2464447021484375,-0.9314422607421875
5.0582,-0.2481231689453125,-0.236358642578125,-0.9314422607421875
6.0710,-0.2481231689453125,-0.236358642578125,-0.9609527587890625
7.1308,-0.392913818359375,-0.236358642578125,-0.9609527587890625
9.0964,-0.392913818359375,-0.2681427001953125,-0.9609527587890625
10.1050,-0.392913818359375,-0.2681427001953125,-0.8915557861328125
