t_sec,x,y,z
0.0000,-0.023773193359375,-0.5032196044921875,-0.83746337890625
0.1575,-0.03338623046875,-0.5032196044921875,-0.83746337890625
2.0122,-0.03338623046875,-0.498260498046875,-0.83746337890625
3.0192,-0.03338623046875,-0.498260498046875,-0.8795928955078125
3.1926,-0.029876708984375,-0.498260498046875,-0.8795928955078125
5.0382,-0.029876708984375,-0.4981536865234375,-0.8795928955078125
6.0476,-0.029876708984375,-0.4981536865234375,-0.8850860595703125
6.2195,-0.0482940673828125,-0.4981536865234375,-0.8850860595703125
8.0617,-0.0482940673828125,-0.5058135986328125,-0.8850860595703125
9.0723,-0.0482940673828125,-0.5058135986328125,-0.8628387451171875
9.2445,-0.040740966796875,-0.5058135986328125,-0.8628387451171875
11.0923,-0.040740966796875,-0.4942779541015625,-0.8628387451171875
