t_sec,x,y,z
0.0000,0.5660247802734375,-0.24493408203125,-0.4251556396484375
0.0004,-1.024078369140625,-0.24493408203125,-0.4251556396484375
2.0112,-1.024078369140625,-0.16998291015625,-0.4251556396484375
3.0221,-1.024078369140625,-0.16998291015625,0.3569183349609375
3.0224,0.573699951171875,-0.16998291015625,0.3569183349609375
5.0589,0.573699951171875,-0.011138916015625,0.3569183349609375
6.0697,0.573699951171875,-0.011138916015625,-0.6459808349609375
6.0703,-0.928619384765625,-0.011138916015625,-0.6459808349609375
8.0919,-0.928619384765625,-0.0593719482421875,-0.6459808349609375
9.0990,-0.928619384765625,-0.0593719482421875,-0.5294189453125
9.1001,-0.9276123046875,-0.0593719482421875,-0.5294189453125
11.1171,-0.9276123046875,-0.0982666015625,-0.5294189453125
