t_sec,x,y,z
0.0000,-0.1184234619140625,-0.1956787109375,-0.9786834716796875
0.0012,-0.1513519287109375,-0.1956787109375,-0.9786834716796875
2.0006,-0.1513519287109375,-0.2022705078125,-0.9786834716796875
3.0020,-0.1513519287109375,-0.2022705078125,-0.9708099365234375
4.0072,-0.369384765625,-0.2022705078125,-0.9708099365234375
6.0047,-0.369384765625,-0.2813720703125,-0.9708099365234375
7.0050,-0.369384765625,-0.2813720703125,-0.872161865234375
7.0112,-0.225799560546875,-0.2813720703125,-0.872161865234375
9.0067,-0.225799560546875,-0.1825103759765625,-0.872161865234375
10.0077,-0.225799560546875,-0.1825103759765625,-0.986602783203125
