t_sec,x,y,z
0.0000,-0.201324462890625,-0.1862030029296875,-0.959381103515625
1.9453,-0.201324462890625,-0.1371612548828125,-0.959381103515625
3.0313,-0.201324462890625,-0.1371612548828125,-0.9912261962890625
3.0317,-0.226959228515625,-0.1371612548828125,-0.9912261962890625
4.9754,-0.226959228515625,-0.122100830078125,-0.9912261962890625
6.0750,-0.226959228515625,-0.122100830078125,-0.9936065673828125
6.0755,-0.2908172607421875,-0.122100830078125,-0.9936065673828125
8.0286,-0.2908172607421875,-0.012969970703125,-0.9936065673828125
9.1042,-0.2908172607421875,-0.012969970703125,-1.004669189453125
9.1046,-0.26995849609375,-0.012969970703125,-1.004669189453125
11.0587,-0.26995849609375,-0.0719451904296875,-1.004669189453125
