t_sec,x,y,z
0.0000,-0.01190185546875,-0.036529541015625,-1.0014801025390625
1.0398,-0.01190185546875,-0.03631591796875,-1.0014801025390625
2.1472,-0.01190185546875,-0.03631591796875,-0.9999542236328125
3.0311,-0.0122833251953125,-0.03631591796875,-0.9999542236328125
4.0797,-0.0122833251953125,-0.0360565185546875,-0.9999542236328125
5.1699,-0.0122833251953125,-0.0360565185546875,-1.0021514892578125
6.0696,-0.0128173828125,-0.0360565185546875,-1.0021514892578125
7.1050,-0.0128173828125,-0.03656005859375,-1.0021514892578125
8.1973,-0.0128173828125,-0.03656005859375,-1.0009765625
9.0996,-0.01055908203125,-0.03656005859375,-1.0009765625
10.1402,-0.01055908203125,-0.0372314453125,-1.0009765625
