t_sec,x,y,z
0.0000,-0.01214599609375,-0.036834716796875,-0.9998626708984375
1.0139,-0.01214599609375,-0.037261962890625,-0.9998626708984375
2.1290,-0.01214599609375,-0.037261962890625,-0.999908447265625
3.0235,-0.0120086669921875,-0.037261962890625,-0.999908447265625
4.0297,-0.0120086669921875,-0.0364227294921875,-0.999908447265625
5.1445,-0.0120086669921875,-0.0364227294921875,-1.001007080078125
6.0374,-0.0124969482421875,-0.0364227294921875,-1.001007080078125
7.0466,-0.0124969482421875,-0.0359039306640625,-1.001007080078125
8.1629,-0.0124969482421875,-0.0359039306640625,-1.00128173828125
9.0756,-0.0106964111328125,-0.0359039306640625,-1.00128173828125
10.0785,-0.0106964111328125,-0.036224365234375,-1.00128173828125
