t_sec,x,y,z
0.0000,-0.2481689453125,-0.22100830078125,-0.94464111328125
0.0450,-0.2666015625,-0.22100830078125,-0.94464111328125
2.0113,-0.2666015625,-0.2104339599609375,-0.94464111328125
3.0161,-0.2666015625,-0.2104339599609375,-0.939178466796875
3.0628,-0.3092193603515625,-0.2104339599609375,-0.939178466796875
5.0339,-0.3092193603515625,-0.20953369140625,-0.939178466796875
6.0360,-0.3092193603515625,-0.20953369140625,-0.92852783203125
7.0922,-0.2153167724609375,-0.20953369140625,-0.92852783203125
9.0687,-0.2153167724609375,-0.179107666015625,-0.92852783203125
10.0738,-0.2153167724609375,-0.179107666015625,-0.97796630859375
