t_sec,x,y,z
0.0000,-0.0103759765625,-0.0372314453125,-1.00201416015625
1.0436,-0.0103759765625,-0.0372314453125,-1.001190185546875
1.8864,-0.0092620849609375,-0.0372314453125,-1.001190185546875
3.0349,-0.0092620849609375,-0.0381622314453125,-1.001190185546875
4.0672,-0.0092620849609375,-0.0381622314453125,-0.999755859375
4.9192,-0.0106964111328125,-0.0381622314453125,-0.999755859375
6.0534,-0.0106964111328125,-0.037261962890625,-0.999755859375
7.0917,-0.0106964111328125,-0.037261962890625,-1.000640869140625
7.9542,-0.00994873046875,-0.037261962890625,-1.000640869140625
9.0854,-0.00994873046875,-0.036865234375,-1.000640869140625
10.1195,-0.00994873046875,-0.036865234375,-1.0010528564453125
