t_sec,x,y,z
0.0000,-0.0794219970703125,-0.604156494140625,-0.79217529296875
0.3106,-0.07916259765625,-0.604156494140625,-0.79217529296875
2.0077,-0.07916259765625,-0.605072021484375,-0.79217529296875
3.0155,-0.07916259765625,-0.605072021484375,-0.80908203125
3.3229,-0.0859375,-0.605072021484375,-0.80908203125
5.0457,-0.0859375,-0.6106109619140625,-0.80908203125
6.0481,-0.0859375,-0.6106109619140625,-0.7639923095703125
7.3451,-0.0836944580078125,-0.6106109619140625,-0.7639923095703125
9.0656,-0.0836944580078125,-0.602020263671875,-0.7639923095703125
10.0711,-0.0836944580078125,-0.602020263671875,-0.8101806640625
