t_sec,x,y,z
0.0000,-0.199737548828125,-0.1779937744140625,-0.9588470458984375
0.0161,-0.1945343017578125,-0.1779937744140625,-0.9588470458984375
1.9971,-0.1945343017578125,-0.171630859375,-0.9588470458984375
3.0249,-0.1945343017578125,-0.171630859375,-0.967620849609375
3.0397,-0.213775634765625,-0.171630859375,-0.967620849609375
5.0237,-0.213775634765625,-0.155975341796875,-0.967620849609375
6.0484,-0.213775634765625,-0.155975341796875,-0.9858245849609375
6.0653,-0.2091217041015625,-0.155975341796875,-0.9858245849609375
8.0574,-0.2091217041015625,-0.1729736328125,-0.9858245849609375
9.0836,-0.2091217041015625,-0.1729736328125,-0.9686737060546875
9.1015,-0.2125701904296875,-0.1729736328125,-0.9686737060546875
11.0800,-0.2125701904296875,-0.2328033447265625,-0.9686737060546875
