t_sec,x,y,z
0.0000,-0.0140838623046875,-0.0350494384765625,-1.0003814697265625
0.9990,-0.014862060546875,-0.0350494384765625,-1.0003814697265625
1.9999,-0.014862060546875,-0.03497314453125,-1.0003814697265625
3.0170,-0.014862060546875,-0.03497314453125,-1.0013580322265625
4.0241,-0.015533447265625,-0.03497314453125,-1.0013580322265625
5.0331,-0.015533447265625,-0.03582763671875,-1.0013580322265625
6.0342,-0.015533447265625,-0.03582763671875,-1.0007781982421875
7.0444,-0.0136260986328125,-0.03582763671875,-1.0007781982421875
8.0514,-0.0136260986328125,-0.034576416015625,-1.0007781982421875
9.0637,-0.0136260986328125,-0.034576416015625,-1.0016937255859375
10.0722,-0.01544189453125,-0.034576416015625,-1.0016937255859375
