t_sec,x,y,z
0.0000,-0.078826904296875,-0.2870025634765625,-0.935546875
0.0763,-0.6003265380859375,-0.2870025634765625,-0.935546875
2.0232,-0.6003265380859375,-0.35736083984375,-0.935546875
3.0380,-0.6003265380859375,-0.35736083984375,-0.61700439453125
4.1255,0.1206207275390625,-0.35736083984375,-0.61700439453125
6.0706,0.1206207275390625,0.04278564453125,-0.61700439453125
7.0820,0.1206207275390625,0.04278564453125,-0.9713897705078125
7.1442,-0.733062744140625,0.04278564453125,-0.9713897705078125
9.1016,-0.733062744140625,-0.2349853515625,-0.9713897705078125
10.1147,-0.733062744140625,-0.2349853515625,-0.5352325439453125
