t_sec,x,y,z
0.0000,-0.061798095703125,-0.5823974609375,-0.8039093017578125
0.4780,-0.05279541015625,-0.5823974609375,-0.8039093017578125
2.0089,-0.05279541015625,-0.5786285400390625,-0.8039093017578125
3.0099,-0.05279541015625,-0.5786285400390625,-0.8426513671875
3.4884,-0.0843505859375,-0.5786285400390625,-0.8426513671875
5.0181,-0.0843505859375,-0.5824432373046875,-0.8426513671875
6.0198,-0.0843505859375,-0.5824432373046875,-0.787353515625
6.5161,-0.07342529296875,-0.5824432373046875,-0.787353515625
8.0287,-0.07342529296875,-0.6114044189453125,-0.787353515625
9.0350,-0.07342529296875,-0.6114044189453125,-0.75506591796875
9.5312,-0.031219482421875,-0.6114044189453125,-0.75506591796875
11.0437,-0.031219482421875,-0.56195068359375,-0.75506591796875
