t_sec,x,y,z
0.0000,-0.050811767578125,-0.072265625,-1.000762939453125
1.0832,-0.050811767578125,-0.072265625,-1.00006103515625
2.0282,-0.00860595703125,-0.072265625,-1.00006103515625
3.0298,-0.00860595703125,-0.0376739501953125,-1.00006103515625
4.1046,-0.00860595703125,-0.0376739501953125,-0.999908447265625
5.0537,-0.008575439453125,-0.0376739501953125,-0.999908447265625
6.0609,-0.008575439453125,-0.0391082763671875,-0.999908447265625
7.1292,-0.008575439453125,-0.0391082763671875,-1.0015106201171875
8.0774,-0.007659912109375,-0.0391082763671875,-1.0015106201171875
9.0863,-0.007659912109375,-0.0386810302734375,-1.0015106201171875
10.1641,-0.007659912109375,-0.0386810302734375,-1.0018310546875
