t_sec,x,y,z
0.0000,-0.0079345703125,-0.0384368896484375,-1.0023345947265625
0.9146,-0.0070953369140625,-0.0384368896484375,-1.0023345947265625
1.9524,-0.0070953369140625,-0.0386962890625,-1.0023345947265625
3.0157,-0.0070953369140625,-0.0386962890625,-1.000152587890625
3.9305,-0.006378173828125,-0.0386962890625,-1.000152587890625
4.9727,-0.006378173828125,-0.037322998046875,-1.000152587890625
6.0366,-0.006378173828125,-0.037322998046875,-1.0003814697265625
6.9553,-0.006805419921875,-0.037322998046875,-1.0003814697265625
7.9959,-0.006805419921875,-0.039154052734375,-1.0003814697265625
9.0694,-0.006805419921875,-0.039154052734375,-1.0005340576171875
10.9894,-0.0075225830078125,-0.039154052734375,-1.0005340576171875
