t_sec,x,y,z
0.0000,-0.1033935546875,-0.5971221923828125,-0.8022003173828125
0.1235,-0.10162353515625,-0.5971221923828125,-0.8022003173828125
1.9662,-0.10162353515625,-0.6000518798828125,-0.8022003173828125
3.0212,-0.10162353515625,-0.6000518798828125,-0.796783447265625
3.1452,-0.0997161865234375,-0.6000518798828125,-0.796783447265625
4.9977,-0.0997161865234375,-0.5973358154296875,-0.796783447265625
6.0529,-0.0997161865234375,-0.5973358154296875,-0.79486083984375
7.1825,-0.0955810546875,-0.5973358154296875,-0.79486083984375
9.0242,-0.0955810546875,-0.593170166015625,-0.79486083984375
10.0780,-0.0955810546875,-0.593170166015625,-0.79803466796875
