t_sec,x,y,z
0.0000,-0.0902557373046875,-0.6046600341796875,-0.8167724609375
0.2460,-0.0970458984375,-0.6046600341796875,-0.8167724609375
1.9875,-0.0970458984375,-0.6160125732421875,-0.8167724609375
3.0205,-0.0970458984375,-0.6160125732421875,-0.7801666259765625
3.2703,-0.0877532958984375,-0.6160125732421875,-0.7801666259765625
5.0076,-0.0877532958984375,-0.6017913818359375,-0.7801666259765625
6.0523,-0.0877532958984375,-0.6017913818359375,-0.8285675048828125
6.2860,-0.092071533203125,-0.6017913818359375,-0.8285675048828125
8.0331,-0.092071533203125,-0.61517333984375,-0.8285675048828125
9.0670,-0.092071533203125,-0.61517333984375,-0.7744293212890625
9.2980,-0.087738037109375,-0.61517333984375,-0.7744293212890625
11.0750,-0.087738037109375,-0.610260009765625,-0.7744293212890625
