t_sec,x,y,z
0.0000,0.306671142578125,1.090789794921875,-0.7676849365234375
0.0004,0.919769287109375,1.090789794921875,-0.7676849365234375
1.9640,0.919769287109375,1.1163482666015625,-0.7676849365234375
3.0202,0.919769287109375,1.1163482666015625,-1.281494140625
3.0211,-0.5138397216796875,1.1163482666015625,-1.281494140625
4.9948,-0.5138397216796875,0.4860687255859375,-1.281494140625
6.0545,-0.5138397216796875,0.4860687255859375,-0.4073333740234375
6.0549,0.1984100341796875,0.4860687255859375,-0.4073333740234375
8.0288,0.1984100341796875,0.8514404296875,-0.4073333740234375
9.0858,0.1984100341796875,0.8514404296875,-1.057403564453125
9.0866,-0.3997802734375,0.8514404296875,-1.057403564453125
11.0390,-0.3997802734375,1.0856475830078125,-1.057403564453125
