t_sec,x,y,z
0.0000,0.0387725830078125,0.017425537109375,-1.0002288818359375
0.6824,-0.005340576171875,0.017425537109375,-1.0002288818359375
1.9168,-0.005340576171875,-0.038543701171875,-1.0002288818359375
3.0265,-0.005340576171875,-0.038543701171875,-1.001739501953125
3.7094,-0.005615234375,-0.038543701171875,-1.001739501953125
4.9527,-0.005615234375,-0.0390625,-1.001739501953125
6.0508,-0.005615234375,-0.0390625,-0.9998016357421875
6.7303,-0.006500244140625,-0.0390625,-0.9998016357421875
7.9743,-0.006500244140625,-0.0384674072265625,-0.9998016357421875
9.0728,-0.006500244140625,-0.0384674072265625,-1.0017242431640625
10.7593,-0.0064849853515625,-0.0384674072265625,-1.0017242431640625
