t_sec,x,y,z
0.0000,-0.0059661865234375,-0.03680419921875,-1.0004730224609375
1.0007,-0.0059661865234375,-0.03680419921875,-1.0022430419921875
2.0009,-0.0063018798828125,-0.03680419921875,-1.0022430419921875
3.0016,-0.0063018798828125,-0.037322998046875,-1.0022430419921875
4.0018,-0.0063018798828125,-0.037322998046875,-1.0001678466796875
5.0019,-0.0061492919921875,-0.037322998046875,-1.0001678466796875
6.0034,-0.0061492919921875,-0.0368194580078125,-1.0001678466796875
7.0045,-0.0061492919921875,-0.0368194580078125,-1.00213623046875
9.0061,-0.00555419921875,-0.0368194580078125,-1.00213623046875
10.0072,-0.00555419921875,-0.03759765625,-1.00213623046875
