t_sec,x,y,z
0.0000,-0.26995849609375,-0.0719451904296875,-0.957855224609375
0.0006,-0.2879180908203125,-0.0719451904296875,-0.957855224609375
1.9755,-0.2879180908203125,-0.0856170654296875,-0.957855224609375
3.0288,-0.2879180908203125,-0.0856170654296875,-0.9417724609375
3.0293,-0.2843475341796875,-0.0856170654296875,-0.9417724609375
4.9919,-0.2843475341796875,-0.05975341796875,-0.9417724609375
6.0705,-0.2843475341796875,-0.05975341796875,-0.94873046875
6.0710,-0.3099212646484375,-0.05975341796875,-0.94873046875
8.0189,-0.3099212646484375,-0.011505126953125,-0.94873046875
9.0867,-0.3099212646484375,-0.011505126953125,-0.9439239501953125
9.0874,-0.3073272705078125,-0.011505126953125,-0.9439239501953125
11.0464,-0.3073272705078125,-0.0180816650390625,-0.9439239501953125
