t_sec,x,y,z
0.0000,-0.0908660888671875,-0.60333251953125,-0.792755126953125
0.3346,-0.0943756103515625,-0.60333251953125,-0.792755126953125
2.0078,-0.0943756103515625,-0.6097412109375,-0.792755126953125
3.0087,-0.0943756103515625,-0.6097412109375,-0.7797698974609375
3.3497,-0.0848236083984375,-0.6097412109375,-0.7797698974609375
5.0270,-0.0848236083984375,-0.600372314453125,-0.7797698974609375
6.0298,-0.0848236083984375,-0.600372314453125,-0.80792236328125
6.3667,-0.0894317626953125,-0.600372314453125,-0.80792236328125
8.0485,-0.0894317626953125,-0.60174560546875,-0.80792236328125
9.0542,-0.0894317626953125,-0.60174560546875,-0.8005828857421875
9.3784,-0.0794219970703125,-0.60174560546875,-0.8005828857421875
11.0663,-0.0794219970703125,-0.604156494140625,-0.8005828857421875
