t_sec,x,y,z
0.0000,-0.097442626953125,-0.615081787109375,-0.7778472900390625
0.2435,-0.0832366943359375,-0.615081787109375,-0.7778472900390625
2.0121,-0.0832366943359375,-0.60565185546875,-0.7778472900390625
3.0302,-0.0832366943359375,-0.60565185546875,-0.806884765625
3.2727,-0.0947113037109375,-0.60565185546875,-0.806884765625
5.0397,-0.0947113037109375,-0.6139984130859375,-0.806884765625
6.0942,-0.0947113037109375,-0.6139984130859375,-0.7867584228515625
6.3187,-0.08929443359375,-0.6139984130859375,-0.7867584228515625
8.0600,-0.08929443359375,-0.617218017578125,-0.7867584228515625
9.1107,-0.08929443359375,-0.617218017578125,-0.767242431640625
9.3527,-0.0854644775390625,-0.617218017578125,-0.767242431640625
11.0829,-0.0854644775390625,-0.6050262451171875,-0.767242431640625
