t_sec,x,y,z
0.0000,-0.014190673828125,-0.0350494384765625,-1.0023345947265625
0.9914,-0.0136871337890625,-0.0350494384765625,-1.0023345947265625
2.0137,-0.0136871337890625,-0.0340118408203125,-1.0023345947265625
3.0304,-0.0136871337890625,-0.0340118408203125,-1.0015106201171875
4.0241,-0.0139312744140625,-0.0340118408203125,-1.0015106201171875
5.0533,-0.0139312744140625,-0.0359344482421875,-1.0015106201171875
6.0671,-0.0139312744140625,-0.0359344482421875,-1.00128173828125
7.0758,-0.0149078369140625,-0.0359344482421875,-1.00128173828125
8.0803,-0.0149078369140625,-0.033477783203125,-1.00128173828125
9.0843,-0.0149078369140625,-0.033477783203125,-1.0041351318359375
10.0964,-0.4075469970703125,-0.033477783203125,-1.0041351318359375
