t_sec,x,y,z
0.0000,-0.2404632568359375,-0.2606658935546875,-0.8974151611328125
1.0092,-0.2404632568359375,-0.2606658935546875,-0.925872802734375
1.0859,-0.396881103515625,-0.2606658935546875,-0.925872802734375
3.0262,-0.396881103515625,-0.239501953125,-0.925872802734375
4.0319,-0.396881103515625,-0.239501953125,-0.882080078125
4.1089,-0.263092041015625,-0.239501953125,-0.882080078125
6.0955,-0.263092041015625,-0.22113037109375,-0.882080078125
7.1096,-0.263092041015625,-0.22113037109375,-0.909393310546875
7.1582,-0.579132080078125,-0.22113037109375,-0.909393310546875
9.1297,-0.579132080078125,-0.3134307861328125,-0.909393310546875
10.1364,-0.579132080078125,-0.3134307861328125,-0.77032470703125
