t_sec,x,y,z
0.0000,-0.12078857421875,-0.211456298828125,-0.9624481201171875
0.0468,-0.215087890625,-0.211456298828125,-0.9624481201171875
2.0123,-0.215087890625,-0.24786376953125,-0.9624481201171875
3.0227,-0.215087890625,-0.24786376953125,-0.928466796875
3.0688,-0.243255615234375,-0.24786376953125,-0.928466796875
5.0467,-0.243255615234375,-0.2198333740234375,-0.928466796875
6.0515,-0.243255615234375,-0.2198333740234375,-0.970245361328125
6.1045,-0.3161163330078125,-0.2198333740234375,-0.970245361328125
8.0629,-0.3161163330078125,-0.14190673828125,-0.970245361328125
9.0654,-0.3161163330078125,-0.14190673828125,-0.9372711181640625
9.1274,0.279937744140625,-0.14190673828125,-0.9372711181640625
11.0825,0.279937744140625,-0.0763092041015625,-0.9372711181640625
