t_sec,x,y,z
0.0000,-0.4075469970703125,-0.4307861328125,-1.0041351318359375
1.0121,-0.4075469970703125,-0.4307861328125,-0.9873046875
2.0189,-0.1951141357421875,-0.4307861328125,-0.9873046875
3.0308,-0.1951141357421875,0.0530853271484375,-0.9873046875
4.0432,-0.1951141357421875,0.0530853271484375,-1.0173492431640625
5.0487,-0.006683349609375,0.0530853271484375,-1.0173492431640625
6.0588,-0.006683349609375,-0.0135955810546875,-1.0173492431640625
7.0684,-0.006683349609375,-0.0135955810546875,-0.999114990234375
8.0792,-0.0112152099609375,-0.0135955810546875,-0.999114990234375
9.0928,-0.0112152099609375,-0.0379180908203125,-0.999114990234375
10.0962,-0.0112152099609375,-0.0379180908203125,-1.0013885498046875
