t_sec,x,y,z
0.0000,-0.0121307373046875,-0.0360565185546875,-1.000823974609375
1.0101,-0.0121307373046875,-0.036956787109375,-1.000823974609375
2.1324,-0.0121307373046875,-0.036956787109375,-0.999908447265625
3.0327,-0.012481689453125,-0.036956787109375,-0.999908447265625
4.0520,-0.012481689453125,-0.036468505859375,-0.999908447265625
5.1559,-0.012481689453125,-0.036468505859375,-1.0009765625
6.0507,-0.0121002197265625,-0.036468505859375,-1.0009765625
7.0698,-0.0121002197265625,-0.037017822265625,-1.0009765625
8.1864,-0.0121002197265625,-0.037017822265625,-1.0016021728515625
9.0701,-0.011932373046875,-0.037017822265625,-1.0016021728515625
10.0991,-0.011932373046875,-0.0357513427734375,-1.0016021728515625
