t_sec,x,y,z
0.0000,-0.0120849609375,-0.036041259765625,-1.0006561279296875
0.9084,-0.0129852294921875,-0.036041259765625,-1.0006561279296875
1.9451,-0.0129852294921875,-0.0377349853515625,-1.0006561279296875
3.0350,-0.0129852294921875,-0.0377349853515625,-1.0005950927734375
3.9283,-0.011810302734375,-0.0377349853515625,-1.0005950927734375
4.9674,-0.011810302734375,-0.0372161865234375,-1.0005950927734375
6.0539,-0.011810302734375,-0.0372161865234375,-1.0012664794921875
7.9619,-0.0113983154296875,-0.0372161865234375,-1.0012664794921875
9.0032,-0.0113983154296875,-0.036529541015625,-1.0012664794921875
10.0920,-0.0113983154296875,-0.036529541015625,-1.0014801025390625
