t_sec,x,y,z
0.0000,-0.3073272705078125,-0.0180816650390625,-0.952850341796875
0.0002,-0.3035888671875,-0.0180816650390625,-0.952850341796875
1.9819,-0.3035888671875,-0.0264739990234375,-0.952850341796875
3.0349,-0.3035888671875,-0.0264739990234375,-0.948272705078125
3.0359,-0.3097076416015625,-0.0264739990234375,-0.948272705078125
5.0100,-0.3097076416015625,-0.0545501708984375,-0.948272705078125
6.0633,-0.3097076416015625,-0.0545501708984375,-0.973541259765625
7.0755,-0.2931671142578125,-0.0545501708984375,-0.973541259765625
9.0505,-0.2931671142578125,-0.0756683349609375,-0.973541259765625
10.0878,-0.2931671142578125,-0.0756683349609375,-0.9456024169921875
