t_sec,x,y,z
0.0000,-0.0924530029296875,-0.615997314453125,-0.7849884033203125
1.7591,-0.0924530029296875,-0.611846923828125,-0.7849884033203125
2.8160,-0.0924530029296875,-0.611846923828125,-0.795654296875
3.0340,-0.091644287109375,-0.611846923828125,-0.795654296875
4.7846,-0.091644287109375,-0.60931396484375,-0.795654296875
5.8366,-0.091644287109375,-0.60931396484375,-0.793304443359375
6.0503,-0.0870819091796875,-0.60931396484375,-0.793304443359375
7.8238,-0.0870819091796875,-0.60821533203125,-0.793304443359375
8.8643,-0.0870819091796875,-0.60821533203125,-0.7838134765625
9.0667,-0.085968017578125,-0.60821533203125,-0.7838134765625
10.8508,-0.085968017578125,-0.607940673828125,-0.7838134765625
