t_sec,x,y,z
0.0000,-0.3162689208984375,0.8766326904296875,-1.316864013671875
1.9429,-0.3162689208984375,0.8212432861328125,-1.316864013671875
3.0027,-0.3162689208984375,0.8212432861328125,-0.7960968017578125
3.0033,-0.326507568359375,0.8212432861328125,-0.7960968017578125
4.9454,-0.326507568359375,0.25091552734375,-0.7960968017578125
6.0051,-0.326507568359375,0.25091552734375,-1.0715789794921875
6.0056,-0.2645263671875,0.25091552734375,-1.0715789794921875
7.9469,-0.2645263671875,-0.1654205322265625,-1.0715789794921875
9.0080,-0.2645263671875,-0.1654205322265625,-0.8996734619140625
9.0085,-0.2858734130859375,-0.1654205322265625,-0.8996734619140625
10.9533,-0.2858734130859375,-0.1237945556640625,-0.8996734619140625
