t_sec,x,y,z
0.0000,-0.008026123046875,-0.038726806640625,-1.0020751953125
0.5859,-0.00628662109375,-0.038726806640625,-1.0020751953125
1.9661,-0.00628662109375,-0.0383453369140625,-1.0020751953125
3.0285,-0.00628662109375,-0.0383453369140625,-1.0013580322265625
3.6027,-0.005859375,-0.0383453369140625,-1.0013580322265625
4.9959,-0.005859375,-0.038909912109375,-1.0013580322265625
6.0524,-0.005859375,-0.038909912109375,-1.001373291015625
6.6320,-0.0063323974609375,-0.038909912109375,-1.001373291015625
8.0401,-0.0063323974609375,-0.0384063720703125,-1.001373291015625
9.0778,-0.0063323974609375,-0.0384063720703125,-1.001312255859375
9.6532,-0.0058135986328125,-0.0384063720703125,-1.001312255859375
11.0727,-0.0058135986328125,-0.037933349609375,-1.001312255859375
