t_sec,x,y,z
0.0000,0.213226318359375,-0.496124267578125,-0.8624267578125
0.1236,0.3238372802734375,-0.496124267578125,-0.8624267578125
2.0192,0.3238372802734375,-0.51080322265625,-0.8624267578125
3.0248,0.3238372802734375,-0.51080322265625,-0.9071197509765625
3.1467,-0.0519256591796875,-0.51080322265625,-0.9071197509765625
5.0411,-0.0519256591796875,-0.51617431640625,-0.9071197509765625
6.0466,-0.0519256591796875,-0.51617431640625,-0.8138275146484375
7.1812,-0.9033660888671875,-0.51617431640625,-0.8138275146484375
9.0761,-0.9033660888671875,0.2427978515625,-0.8138275146484375
10.0890,-0.9033660888671875,0.2427978515625,-1.1183013916015625
