t_sec,x,y,z
0.0000,-0.1055908203125,-0.581207275390625,-0.81402587890625
0.2087,-0.098663330078125,-0.581207275390625,-0.81402587890625
2.0138,-0.098663330078125,-0.5777435302734375,-0.81402587890625
3.0198,-0.098663330078125,-0.5777435302734375,-0.81622314453125
3.2213,-0.10467529296875,-0.5777435302734375,-0.81622314453125
5.0302,-0.10467529296875,-0.5799407958984375,-0.81622314453125
6.0456,-0.10467529296875,-0.5799407958984375,-0.8138427734375
6.2336,-0.112274169921875,-0.5799407958984375,-0.8138427734375
8.0591,-0.112274169921875,-0.5842132568359375,-0.8138427734375
9.0621,-0.112274169921875,-0.5842132568359375,-0.8014068603515625
9.2472,-0.028564453125,-0.5842132568359375,-0.8014068603515625
11.0700,-0.028564453125,-0.511474609375,-0.8014068603515625
