t_sec,x,y,z
0.0000,-0.00555419921875,-0.03887939453125,-1.0015716552734375
1.4759,-0.00555419921875,-0.0378265380859375,-1.0015716552734375
2.4898,-0.00555419921875,-0.0378265380859375,-1.0004425048828125
3.0453,-0.006988525390625,-0.0378265380859375,-1.0004425048828125
4.5145,-0.006988525390625,-0.038360595703125,-1.0004425048828125
5.5205,-0.006988525390625,-0.038360595703125,-1.00164794921875
6.0607,-0.005859375,-0.038360595703125,-1.00164794921875
7.5542,-0.005859375,-0.039031982421875,-1.00164794921875
8.5656,-0.005859375,-0.039031982421875,-0.9994049072265625
9.0929,-0.005523681640625,-0.039031982421875,-0.9994049072265625
10.5871,-0.005523681640625,-0.0368804931640625,-0.9994049072265625
