t_sec,x,y,z
0.0000,-0.1010284423828125,-0.600555419921875,-0.7934722900390625
0.1238,-0.102630615234375,-0.600555419921875,-0.7934722900390625
2.0174,-0.102630615234375,-0.5972137451171875,-0.7934722900390625
3.0481,-0.102630615234375,-0.5972137451171875,-0.81610107421875
3.1738,-0.11181640625,-0.5972137451171875,-0.81610107421875
5.0377,-0.11181640625,-0.61273193359375,-0.81610107421875
6.0595,-0.11181640625,-0.61273193359375,-0.7553558349609375
7.1887,-0.096649169921875,-0.61273193359375,-0.7553558349609375
9.0572,-0.096649169921875,-0.587982177734375,-0.7553558349609375
10.0808,-0.096649169921875,-0.587982177734375,-0.8382110595703125
