t_sec,x,y,z
0.0000,-0.1078948974609375,-0.6348114013671875,-0.690582275390625
1.8111,-0.1078948974609375,-0.6050262451171875,-0.690582275390625
2.8453,-0.1078948974609375,-0.6050262451171875,-0.82476806640625
3.0339,-0.1038665771484375,-0.6050262451171875,-0.82476806640625
4.8269,-0.1038665771484375,-0.615692138671875,-0.82476806640625
5.8727,-0.1038665771484375,-0.615692138671875,-0.7606658935546875
6.0588,-0.1280364990234375,-0.615692138671875,-0.7606658935546875
7.8585,-0.1280364990234375,-0.606781005859375,-0.7606658935546875
8.8988,-0.1280364990234375,-0.606781005859375,-0.801544189453125
9.0854,-0.1325225830078125,-0.606781005859375,-0.801544189453125
10.8810,-0.1325225830078125,-0.6194000244140625,-0.801544189453125
