t_sec,x,y,z
0.0000,-0.12835693359375,-0.56951904296875,-0.805450439453125
0.4494,-0.1486358642578125,-0.56951904296875,-0.805450439453125
2.0063,-0.1486358642578125,-0.569976806640625,-0.805450439453125
3.0155,-0.1486358642578125,-0.569976806640625,-0.8353118896484375
3.4611,-0.123443603515625,-0.569976806640625,-0.8353118896484375
5.0267,-0.123443603515625,-0.572723388671875,-0.8353118896484375
6.0394,-0.123443603515625,-0.572723388671875,-0.80596923828125
6.4883,-0.1344451904296875,-0.572723388671875,-0.80596923828125
8.0603,-0.1344451904296875,-0.5750885009765625,-0.80596923828125
9.0778,-0.1344451904296875,-0.5750885009765625,-0.8221282958984375
9.5113,-0.133636474609375,-0.5750885009765625,-0.8221282958984375
11.0837,-0.133636474609375,-0.577850341796875,-0.8221282958984375
