t_sec,x,y,z
0.0000,0.4686737060546875,-0.1854400634765625,-0.9175872802734375
0.0006,0.0510101318359375,-0.1854400634765625,-0.9175872802734375
1.9997,0.0510101318359375,-0.2755279541015625,-0.9175872802734375
3.0020,0.0510101318359375,-0.2755279541015625,-1.0115814208984375
3.0053,-0.1909942626953125,-0.2755279541015625,-1.0115814208984375
5.0026,-0.1909942626953125,-0.275970458984375,-1.0115814208984375
6.0042,-0.1909942626953125,-0.275970458984375,-0.838470458984375
6.0092,-0.1131134033203125,-0.275970458984375,-0.838470458984375
8.0061,-0.1131134033203125,-0.2308502197265625,-0.838470458984375
9.0066,-0.1131134033203125,-0.2308502197265625,-0.973785400390625
9.0132,-0.1184234619140625,-0.2308502197265625,-0.973785400390625
11.0078,-0.1184234619140625,-0.1956787109375,-0.973785400390625
