t_sec,x,y,z
0.0000,-0.025604248046875,-0.3073272705078125,-1.0003204345703125
1.0008,-0.025604248046875,-0.3073272705078125,-0.9385223388671875
2.0012,0.0003814697265625,-0.3073272705078125,-0.9385223388671875
3.0017,0.0003814697265625,-0.324432373046875,-0.9385223388671875
4.0021,0.0003814697265625,-0.324432373046875,-0.9402313232421875
5.0036,-0.00848388671875,-0.324432373046875,-0.9402313232421875
6.0046,-0.00848388671875,-0.3256988525390625,-0.9402313232421875
7.0055,-0.00848388671875,-0.3256988525390625,-0.9482574462890625
8.0065,-0.0100860595703125,-0.3256988525390625,-0.9482574462890625
9.0080,-0.0100860595703125,-0.32672119140625,-0.9482574462890625
10.0090,-0.0100860595703125,-0.32672119140625,-0.9422607421875
