t_sec,x,y,z
0.0000,-0.09765625,-0.604522705078125,-0.793060302734375
0.1710,-0.101409912109375,-0.604522705078125,-0.793060302734375
2.0181,-0.101409912109375,-0.60845947265625,-0.793060302734375
3.0222,-0.101409912109375,-0.60845947265625,-0.792327880859375
3.1944,-0.1140594482421875,-0.60845947265625,-0.792327880859375
5.0306,-0.1140594482421875,-0.606903076171875,-0.792327880859375
6.0400,-0.1140594482421875,-0.606903076171875,-0.805938720703125
6.2120,-0.098876953125,-0.606903076171875,-0.805938720703125
8.0534,-0.098876953125,-0.602447509765625,-0.805938720703125
9.0640,-0.098876953125,-0.602447509765625,-0.787841796875
9.2366,-0.089752197265625,-0.602447509765625,-0.787841796875
11.0816,-0.089752197265625,-0.5995635986328125,-0.787841796875
