t_sec,x,y,z
0.0000,-0.0059051513671875,-0.0379791259765625,-1.0005950927734375
1.4522,-0.0059051513671875,-0.0388031005859375,-1.0005950927734375
2.4793,-0.0059051513671875,-0.0388031005859375,-1.0018310546875
3.0163,-0.0063629150390625,-0.0388031005859375,-1.0018310546875
4.4724,-0.0063629150390625,-0.0375823974609375,-1.0018310546875
5.5005,-0.0063629150390625,-0.0375823974609375,-1.001556396484375
6.0441,-0.0060577392578125,-0.0375823974609375,-1.001556396484375
7.5082,-0.0060577392578125,-0.0372772216796875,-1.001556396484375
8.5252,-0.0060577392578125,-0.0372772216796875,-1.0008392333984375
9.0668,-0.00604248046875,-0.0372772216796875,-1.0008392333984375
10.5384,-0.00604248046875,-0.0390625,-1.0008392333984375
