t_sec,x,y,z
0.0000,-0.00750732421875,-0.03594970703125,-0.998687744140625
1.0733,-0.00750732421875,-0.0382843017578125,-0.998687744140625
2.0954,-0.00750732421875,-0.0382843017578125,-1.0023193359375
3.0304,-0.0078582763671875,-0.0382843017578125,-1.0023193359375
4.1040,-0.0078582763671875,-0.0387115478515625,-1.0023193359375
5.1276,-0.0078582763671875,-0.0387115478515625,-1.000152587890625
6.1225,-0.0078582763671875,-0.0373992919921875,-1.000152587890625
7.1535,-0.0078582763671875,-0.0373992919921875,-1.0004119873046875
8.0834,-0.00726318359375,-0.0373992919921875,-1.0004119873046875
9.1521,-0.00726318359375,-0.0382843017578125,-1.0004119873046875
10.1777,-0.00726318359375,-0.0382843017578125,-1.0009918212890625
