t_sec,x,y,z
0.0000,-0.107452392578125,-0.6150360107421875,-0.7831573486328125
1.8250,-0.107452392578125,-0.61773681640625,-0.7831573486328125
2.8359,-0.107452392578125,-0.61773681640625,-0.7760772705078125
3.0249,-0.1010894775390625,-0.61773681640625,-0.7760772705078125
4.8556,-0.1010894775390625,-0.6097869873046875,-0.7760772705078125
5.8629,-0.1010894775390625,-0.6097869873046875,-0.7845001220703125
6.0521,-0.096038818359375,-0.6097869873046875,-0.7845001220703125
7.8837,-0.096038818359375,-0.6063995361328125,-0.7845001220703125
8.8858,-0.096038818359375,-0.6063995361328125,-0.79595947265625
9.0736,-0.09759521484375,-0.6063995361328125,-0.79595947265625
10.8950,-0.09759521484375,-0.608367919921875,-0.79595947265625
