t_sec,x,y,z
0.0000,-0.0075836181640625,-0.0375213623046875,-1.0014801025390625
1.0072,-0.0075836181640625,-0.0374755859375,-1.0014801025390625
2.1016,-0.0075836181640625,-0.0374755859375,-1.000946044921875
3.0147,-0.00799560546875,-0.0374755859375,-1.000946044921875
4.0286,-0.00799560546875,-0.03839111328125,-1.000946044921875
5.1315,-0.00799560546875,-0.03839111328125,-1.000732421875
6.0624,-0.0078582763671875,-0.03839111328125,-1.000732421875
7.0995,-0.0078582763671875,-0.03692626953125,-1.000732421875
8.1590,-0.0078582763671875,-0.03692626953125,-1.0011444091796875
9.1074,-0.0076446533203125,-0.03692626953125,-1.0011444091796875
10.1276,-0.0076446533203125,-0.0378265380859375,-1.0011444091796875
